URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,target
130.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,111.0,0.8538461538461538,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.05384615384615385,0.0,1
205.0,63.0,0.0,4.0,1.0,0.0,0.0,0.0,149.0,0.7268292682926829,13.0,0.06341463414634146,5.0,1.0,3.0,4.0,0.2097560975609756,1.0,1
96.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,64.0,0.6666666666666666,18.0,0.1875,0.0,0.0,0.0,0.0,0.14583333333333334,1.0,1
45.0,38.0,0.0,3.0,3.0,0.0,0.0,0.0,34.0,0.7555555555555555,3.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.17777777777777778,0.0,1
67.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,58.0,0.8656716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.13432835820895522,0.0,1
154.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,68.0,0.44155844155844154,77.0,0.5,0.0,0.0,0.0,0.0,0.05844155844155844,1.0,1
28.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.6428571428571429,5.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.17857142857142858,1.0,1
88.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,70.0,0.7954545454545454,4.0,0.045454545454545456,4.0,1.0,2.0,2.0,0.1590909090909091,0.0,1
55.0,46.0,0.0,2.0,2.0,0.0,0.0,0.0,32.0,0.5818181818181818,16.0,0.2909090909090909,0.0,0.0,0.0,0.0,0.12727272727272726,1.0,1
32.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,0.78125,1.0,0.03125,0.0,0.0,0.0,0.0,0.1875,0.0,1
92.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,63.0,0.6847826086956522,20.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.09782608695652174,0.0,1
42.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.8809523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,1
43.0,34.0,0.0,3.0,1.0,0.0,0.0,0.0,30.0,0.6976744186046512,4.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.20930232558139536,1.0,1
106.0,35.0,0.0,3.0,1.0,0.0,0.0,0.0,91.0,0.8584905660377359,1.0,0.009433962264150943,1.0,1.0,0.0,0.0,0.1320754716981132,1.0,1
65.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,53.0,0.8153846153846154,3.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.13846153846153847,1.0,1
65.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,50.0,0.7692307692307693,6.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.13846153846153847,0.0,1
87.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,49.0,0.5632183908045977,26.0,0.2988505747126437,0.0,0.0,0.0,1.0,0.13793103448275862,1.0,1
233.0,32.0,0.0,3.0,2.0,1.0,4.0,0.017167381974248927,162.0,0.6952789699570815,26.0,0.11158798283261803,10.0,2.0,7.0,0.0,0.19313304721030042,1.0,1
38.0,29.0,0.0,3.0,2.0,0.0,0.0,0.0,28.0,0.7368421052631579,2.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.21052631578947367,1.0,1
56.0,48.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,0.7857142857142857,6.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.10714285714285714,1.0,1
40.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.175,1.0,1
48.0,41.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,0.375,25.0,0.5208333333333334,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,1
32.0,25.0,0.0,9.0,1.0,0.0,0.0,0.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,1
85.0,76.0,0.0,3.0,2.0,0.0,0.0,0.0,62.0,0.7294117647058823,15.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.09411764705882353,1.0,1
29.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.7931034482758621,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,1.0,1
54.0,39.0,0.0,3.0,3.0,0.0,0.0,0.0,28.0,0.5185185185185185,13.0,0.24074074074074073,0.0,0.0,0.0,0.0,0.24074074074074073,1.0,1
33.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,1
46.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,1.0,1
227.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,186.0,0.8193832599118943,25.0,0.11013215859030837,2.0,1.0,0.0,1.0,0.07048458149779736,1.0,1
100.0,37.0,0.0,4.0,2.0,0.0,0.0,0.0,55.0,0.55,27.0,0.27,1.0,1.0,0.0,0.0,0.18,1.0,1
59.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0,0.7627118644067796,0.0,0.0,2.0,0.0,0.0,0.0,0.23728813559322035,1.0,1
42.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.6428571428571429,8.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
51.0,43.0,0.0,4.0,2.0,0.0,0.0,0.0,29.0,0.5686274509803921,12.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.19607843137254902,0.0,1
53.0,45.0,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.7547169811320755,7.0,0.1320754716981132,0.0,0.0,0.0,0.0,0.11320754716981132,1.0,1
69.0,48.0,0.0,3.0,3.0,0.0,0.0,0.0,48.0,0.6956521739130435,10.0,0.14492753623188406,0.0,0.0,0.0,0.0,0.15942028985507245,1.0,1
49.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,35.0,0.7142857142857143,5.0,0.10204081632653061,0.0,0.0,0.0,0.0,0.1836734693877551,1.0,1
20.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.6,3.0,0.15,0.0,0.0,0.0,0.0,0.25,0.0,1
56.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,0.8214285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.17857142857142858,0.0,1
65.0,42.0,0.0,3.0,1.0,0.0,0.0,0.0,42.0,0.6461538461538462,13.0,0.2,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,1
72.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,34.0,0.4722222222222222,27.0,0.375,0.0,1.0,0.0,1.0,0.1527777777777778,0.0,1
54.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,1
40.0,33.0,0.0,6.0,1.0,0.0,0.0,0.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
35.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,1.0,1
24.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,1
34.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,24.0,0.7058823529411765,2.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.23529411764705882,1.0,1
30.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.7666666666666667,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.2,1.0,1
43.0,34.0,0.0,2.0,1.0,0.0,0.0,0.0,33.0,0.7674418604651163,4.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.13953488372093023,1.0,1
61.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,45.0,0.7377049180327869,8.0,0.13114754098360656,0.0,0.0,0.0,0.0,0.13114754098360656,1.0,1
62.0,43.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,0.5806451612903226,18.0,0.2903225806451613,0.0,0.0,0.0,0.0,0.12903225806451613,1.0,1
72.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,47.0,0.6527777777777778,13.0,0.18055555555555555,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
43.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,34.0,0.7906976744186046,1.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.18604651162790697,1.0,1
52.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,35.0,0.6730769230769231,8.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.17307692307692307,1.0,1
74.0,44.0,0.0,4.0,3.0,0.0,0.0,0.0,48.0,0.6486486486486487,10.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.21621621621621623,1.0,1
67.0,47.0,0.0,2.0,2.0,0.0,0.0,0.0,32.0,0.47761194029850745,23.0,0.34328358208955223,0.0,0.0,0.0,0.0,0.1791044776119403,1.0,1
116.0,84.0,0.0,3.0,3.0,0.0,0.0,0.0,89.0,0.7672413793103449,15.0,0.12931034482758622,1.0,1.0,0.0,0.0,0.10344827586206896,1.0,1
31.0,22.0,0.0,4.0,1.0,0.0,0.0,0.0,21.0,0.6774193548387096,4.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.1935483870967742,1.0,1
107.0,38.0,0.0,3.0,1.0,0.0,0.0,0.0,86.0,0.8037383177570093,13.0,0.12149532710280374,0.0,0.0,0.0,0.0,0.07476635514018691,0.0,1
29.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0,0.6206896551724138,3.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.27586206896551724,1.0,1
39.0,32.0,0.0,3.0,2.0,0.0,0.0,0.0,25.0,0.6410256410256411,7.0,0.1794871794871795,0.0,0.0,0.0,0.0,0.1794871794871795,0.0,1
50.0,28.0,0.0,2.0,1.0,0.0,0.0,0.0,40.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1
45.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,0.8222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.0,1
60.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,51.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,1
42.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,33.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,1.0,1
52.0,44.0,0.0,2.0,1.0,0.0,0.0,0.0,40.0,0.7692307692307693,5.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1
130.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,55.0,0.4230769230769231,67.0,0.5153846153846153,0.0,0.0,0.0,0.0,0.06153846153846154,0.0,1
44.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,35.0,0.7954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.20454545454545456,1.0,1
96.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,80.0,0.8333333333333334,7.0,0.07291666666666667,0.0,0.0,0.0,0.0,0.09375,1.0,1
56.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,0.5535714285714286,15.0,0.26785714285714285,1.0,0.0,0.0,0.0,0.17857142857142858,0.0,1
65.0,56.0,0.0,3.0,1.0,0.0,0.0,0.0,45.0,0.6923076923076923,13.0,0.2,0.0,0.0,0.0,0.0,0.1076923076923077,1.0,1
85.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,61.0,0.7176470588235294,14.0,0.16470588235294117,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,1
43.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,0.8372093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,1.0,1
54.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,37.0,0.6851851851851852,7.0,0.12962962962962962,0.0,0.0,0.0,0.0,0.18518518518518517,1.0,1
58.0,50.0,0.0,3.0,1.0,0.0,0.0,0.0,32.0,0.5517241379310345,18.0,0.3103448275862069,0.0,0.0,0.0,0.0,0.13793103448275862,0.0,1
52.0,30.0,0.0,2.0,2.0,0.0,0.0,0.0,42.0,0.8076923076923077,1.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.17307692307692307,1.0,1
37.0,30.0,0.0,2.0,1.0,0.0,0.0,0.0,28.0,0.7567567567567568,2.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.1891891891891892,0.0,1
41.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,1.0,1
352.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,253.0,0.71875,83.0,0.23579545454545456,2.0,2.0,0.0,0.0,0.045454545454545456,1.0,1
46.0,11.0,0.0,3.0,0.0,1.0,1.0,0.021739130434782608,36.0,0.782608695652174,2.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,1
44.0,37.0,0.0,2.0,1.0,0.0,0.0,0.0,37.0,0.8409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,1
42.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.6666666666666666,7.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
61.0,52.0,0.0,2.0,1.0,0.0,0.0,0.0,52.0,0.8524590163934426,0.0,0.0,0.0,0.0,0.0,0.0,0.14754098360655737,1.0,1
40.0,33.0,0.0,2.0,2.0,0.0,0.0,0.0,31.0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,1
104.0,73.0,0.0,4.0,2.0,0.0,0.0,0.0,85.0,0.8173076923076923,11.0,0.10576923076923077,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1
133.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,83.0,0.6240601503759399,22.0,0.16541353383458646,2.0,1.0,1.0,1.0,0.21052631578947367,1.0,1
179.0,57.0,0.0,3.0,1.0,0.0,0.0,0.0,124.0,0.6927374301675978,24.0,0.1340782122905028,3.0,1.0,1.0,0.0,0.17318435754189945,0.0,1
89.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,66.0,0.7415730337078652,10.0,0.11235955056179775,3.0,1.0,1.0,0.0,0.14606741573033707,1.0,1
21.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,0.7142857142857143,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.23809523809523808,1.0,0
87.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,46.0,0.5287356321839081,30.0,0.3448275862068966,2.0,1.0,1.0,0.0,0.12643678160919541,1.0,1
34.0,26.0,0.0,4.0,1.0,0.0,0.0,0.0,26.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,1
38.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.47368421052631576,13.0,0.34210526315789475,0.0,0.0,0.0,0.0,0.18421052631578946,0.0,1
42.0,34.0,0.0,5.0,1.0,0.0,0.0,0.0,35.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1
25.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1.0,1
20.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0
48.0,41.0,0.0,4.0,2.0,0.0,0.0,0.0,27.0,0.5625,12.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,1
52.0,43.0,0.0,3.0,1.0,0.0,0.0,0.0,45.0,0.8653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1
69.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,49.0,0.7101449275362319,6.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.2028985507246377,1.0,1
36.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0.8055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,1.0,1
21.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,0.5238095238095238,4.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1
45.0,36.0,0.0,3.0,4.0,0.0,0.0,0.0,31.0,0.6888888888888889,5.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,1.0,1
189.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,106.0,0.5608465608465608,60.0,0.31746031746031744,3.0,1.0,2.0,4.0,0.12169312169312169,1.0,1
43.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,0.7906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.20930232558139536,1.0,1
44.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,1
40.0,31.0,0.0,3.0,2.0,0.0,0.0,0.0,27.0,0.675,6.0,0.15,0.0,0.0,0.0,0.0,0.175,1.0,1
27.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,1.0,1
61.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,52.0,0.8524590163934426,0.0,0.0,0.0,0.0,0.0,1.0,0.14754098360655737,1.0,1
50.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,35.0,0.7,4.0,0.08,1.0,1.0,0.0,0.0,0.22,1.0,1
42.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,34.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,1
42.0,35.0,0.0,2.0,5.0,0.0,0.0,0.0,31.0,0.7380952380952381,2.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,1
126.0,24.0,0.0,3.0,1.0,0.0,0.0,0.0,90.0,0.7142857142857143,20.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.12698412698412698,1.0,1
85.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,50.0,0.5882352941176471,21.0,0.24705882352941178,0.0,0.0,0.0,0.0,0.16470588235294117,1.0,1
121.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,72.0,0.5950413223140496,27.0,0.2231404958677686,0.0,0.0,0.0,2.0,0.18181818181818182,0.0,1
122.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,96.0,0.7868852459016393,1.0,0.00819672131147541,1.0,1.0,0.0,1.0,0.20491803278688525,1.0,1
59.0,26.0,0.0,3.0,1.0,0.0,0.0,0.0,43.0,0.7288135593220338,4.0,0.06779661016949153,1.0,1.0,1.0,0.0,0.2033898305084746,1.0,1
26.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.7307692307692307,1.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,1
36.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,29.0,0.8055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,1
312.0,26.0,0.0,3.0,2.0,0.0,0.0,0.0,250.0,0.8012820512820513,48.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.04487179487179487,1.0,1
29.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.6896551724137931,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.27586206896551724,0.0,1
44.0,27.0,0.0,4.0,1.0,0.0,0.0,0.0,33.0,0.75,2.0,0.045454545454545456,1.0,1.0,0.0,0.0,0.20454545454545456,1.0,1
116.0,34.0,0.0,2.0,1.0,0.0,0.0,0.0,96.0,0.8275862068965517,0.0,0.0,2.0,1.0,1.0,1.0,0.1724137931034483,1.0,1
38.0,30.0,0.0,4.0,1.0,0.0,0.0,0.0,31.0,0.8157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946,1.0,0
67.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,0.7164179104477612,13.0,0.19402985074626866,0.0,0.0,0.0,0.0,0.08955223880597014,1.0,1
34.0,27.0,0.0,6.0,2.0,0.0,0.0,0.0,26.0,0.7647058823529411,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.20588235294117646,0.0,1
111.0,73.0,0.0,4.0,2.0,0.0,0.0,0.0,81.0,0.7297297297297297,20.0,0.18018018018018017,0.0,0.0,0.0,0.0,0.09009009009009009,1.0,1
137.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,117.0,0.8540145985401459,0.0,0.0,0.0,0.0,0.0,0.0,0.145985401459854,0.0,1
43.0,35.0,0.0,4.0,1.0,0.0,0.0,0.0,37.0,0.8604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.0,1
60.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,46.0,0.7666666666666667,2.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.2,1.0,1
47.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,40.0,0.851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,1.0,1
53.0,35.0,0.0,3.0,4.0,0.0,0.0,0.0,40.0,0.7547169811320755,1.0,0.018867924528301886,1.0,1.0,0.0,0.0,0.22641509433962265,0.0,1
43.0,16.0,0.0,5.0,1.0,0.0,0.0,0.0,33.0,0.7674418604651163,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,1.0,1
46.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0,0.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,1.0,1
32.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,22.0,0.6875,3.0,0.09375,0.0,0.0,0.0,0.0,0.21875,1.0,1
48.0,39.0,0.0,3.0,2.0,0.0,0.0,0.0,36.0,0.75,2.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.20833333333333334,1.0,1
36.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
74.0,22.0,0.0,4.0,1.0,0.0,0.0,0.0,62.0,0.8378378378378378,0.0,0.0,1.0,1.0,0.0,1.0,0.16216216216216217,1.0,1
73.0,25.0,0.0,5.0,1.0,0.0,0.0,0.0,61.0,0.8356164383561644,4.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.1095890410958904,1.0,1
45.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.6666666666666666,4.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.24444444444444444,1.0,1
33.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,27.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,1
21.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.5238095238095238,3.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1
51.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,0.6862745098039216,8.0,0.1568627450980392,0.0,1.0,0.0,0.0,0.1568627450980392,0.0,1
163.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,135.0,0.8282208588957055,18.0,0.11042944785276074,0.0,1.0,0.0,0.0,0.06134969325153374,1.0,1
100.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,76.0,0.76,14.0,0.14,0.0,0.0,0.0,0.0,0.1,1.0,1
40.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,29.0,0.725,2.0,0.05,0.0,0.0,0.0,0.0,0.225,1.0,1
41.0,33.0,0.0,5.0,2.0,0.0,0.0,0.0,33.0,0.8048780487804879,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,1.0,0
32.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,1.0,1
72.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.8333333333333334,2.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,1
69.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,54.0,0.782608695652174,1.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.2028985507246377,0.0,1
38.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.7368421052631579,1.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.23684210526315788,1.0,1
56.0,47.0,0.0,3.0,3.0,0.0,0.0,0.0,38.0,0.6785714285714286,6.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.21428571428571427,1.0,1
42.0,34.0,0.0,4.0,1.0,0.0,0.0,0.0,33.0,0.7857142857142857,3.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1
50.0,31.0,0.0,2.0,2.0,0.0,0.0,0.0,34.0,0.68,7.0,0.14,0.0,0.0,0.0,0.0,0.18,1.0,1
39.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.717948717948718,2.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,1
50.0,41.0,0.0,3.0,2.0,0.0,0.0,0.0,33.0,0.66,7.0,0.14,0.0,0.0,0.0,0.0,0.2,1.0,1
32.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,1
24.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,13.0,0.5416666666666666,5.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.25,0.0,1
40.0,32.0,0.0,6.0,1.0,0.0,0.0,0.0,32.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0
81.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,69.0,0.8518518518518519,0.0,0.0,0.0,0.0,0.0,1.0,0.14814814814814814,1.0,1
30.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
39.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,30.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,1
29.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,1.0,1
130.0,65.0,0.0,3.0,2.0,0.0,0.0,0.0,68.0,0.5230769230769231,46.0,0.35384615384615387,1.0,1.0,0.0,0.0,0.12307692307692308,0.0,1
27.0,19.0,0.0,5.0,1.0,0.0,0.0,0.0,21.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1
